n_cities,algorithm,best_distance,distance_per_city
174,BaselineAS,15883.23690717,158.83236907
174,ElitistAS,15746.22992955,157.46229930
174,MaxMinAS,15537.80154333,155.37801543
175,BlindBlendAS,15547.43297710,155.47432977
175,BaselineAS,15826.76512538,158.26765125
175,ElitistAS,15674.13817165,156.74138172
175,MaxMinAS,15594.48225042,155.94482250
176,BlindBlendAS,16566.42251243,165.66422512
176,BaselineAS,16928.19314664,169.28193147
176,ElitistAS,16635.00442318,166.35004423
176,MaxMinAS,16398.36774196,163.98367742
177,BlindBlendAS,15910.26784444,159.10267844
177,BaselineAS,16483.00271008,164.83002710
177,ElitistAS,16526.87922318,165.26879223
177,MaxMinAS,15921.37484763,159.21374848
178,BlindBlendAS,14953.51378230,149.53513782
178,BaselineAS,15209.67539583,152.09675396
178,ElitistAS,15080.69359557,150.80693596
178,MaxMinAS,14797.38969160,147.97389692
179,BlindBlendAS,14627.39021451,146.27390215
179,BaselineAS,14923.76370474,149.23763705
179,ElitistAS,14974.74501981,149.74745020
179,MaxMinAS,14831.78031597,148.31780316
180,BlindBlendAS,15044.92680625,150.44926806
180,BaselineAS,15509.68470474,155.09684705
180,ElitistAS,15665.08299286,156.65082993
180,MaxMinAS,15044.92680625,150.44926806
181,BlindBlendAS,15365.25254503,153.65252545
181,BaselineAS,15369.05822478,153.69058225
181,ElitistAS,15372.71512847,153.72715128
181,MaxMinAS,15580.98830830,155.80988308
182,BlindBlendAS,16280.50048192,162.80500482
182,BaselineAS,16598.90038342,165.98900383
182,ElitistAS,16281.91044699,162.81910447
182,MaxMinAS,16155.68566200,161.55685662
183,BlindBlendAS,15575.75341843,155.75753418
183,BaselineAS,15732.65271348,157.32652713
183,ElitistAS,15810.16367094,158.10163671
183,MaxMinAS,15532.55764758,155.32557648
184,BlindBlendAS,15780.80563804,157.80805638
184,BaselineAS,16207.73939696,162.07739397
184,ElitistAS,16108.73894016,161.08738940
184,MaxMinAS,15689.53145263,156.89531453
185,BlindBlendAS,15663.99765964,156.63997660
185,BaselineAS,16040.14526143,160.40145261
185,ElitistAS,15971.22454880,159.71224549
185,MaxMinAS,16044.35260383,160.44352604
186,BlindBlendAS,16139.91601749,161.39916017
186,BaselineAS,16179.08327678,161.79083277
186,ElitistAS,16266.77393527,162.66773935
186,MaxMinAS,16219.94032030,162.19940320
187,BlindBlendAS,15481.97136952,154.81971370
187,BaselineAS,15720.94115216,157.20941152
187,ElitistAS,15675.01191334,156.75011913
187,MaxMinAS,15345.82956087,153.45829561
188,BlindBlendAS,15600.03511233,156.00035112
188,BaselineAS,16068.44244951,160.68442450
188,ElitistAS,16132.58326989,161.32583270
188,MaxMinAS,15600.03511233,156.00035112
189,BlindBlendAS,15828.15762418,158.28157624
189,BaselineAS,16452.72865045,164.52728650
189,ElitistAS,16306.51416737,163.06514167
189,MaxMinAS,15789.79140610,157.89791406
190,BlindBlendAS,15654.15160447,156.54151604
190,BaselineAS,16045.73451606,160.45734516
190,ElitistAS,15988.02046506,159.88020465
190,MaxMinAS,15960.71295649,159.60712956
191,BlindBlendAS,15718.45304612,157.18453046
191,BaselineAS,16053.94075273,160.53940753
191,ElitistAS,16221.06385581,162.21063856
191,MaxMinAS,15876.86683300,158.76866833
192,BlindBlendAS,15754.78444049,157.54784440
192,BaselineAS,16258.54333938,162.58543339
192,ElitistAS,15949.39148912,159.49391489
192,MaxMinAS,15796.02984682,157.96029847
193,BlindBlendAS,15762.90893053,157.62908931
193,BaselineAS,16307.23878209,163.07238782
193,ElitistAS,16135.14827149,161.35148271
193,MaxMinAS,15761.26774966,157.61267750
194,BlindBlendAS,15906.74171650,159.06741716
194,BaselineAS,15951.57105999,159.51571060
194,ElitistAS,16028.96989857,160.28969899
194,MaxMinAS,15891.97845055,158.91978451
195,BlindBlendAS,15670.11477095,156.70114771
195,BaselineAS,16028.89626235,160.28896262
195,ElitistAS,16006.97936758,160.06979368
195,MaxMinAS,15939.13379795,159.39133798
196,BlindBlendAS,15356.25325037,153.56253250
196,BaselineAS,15964.31238070,159.64312381
196,ElitistAS,15764.38629497,157.64386295
196,MaxMinAS,15400.21072901,154.00210729
197,BlindBlendAS,15158.92728310,151.58927283
197,BaselineAS,15719.68381370,157.19683814
197,ElitistAS,15641.89554496,156.41895545
197,MaxMinAS,15176.32776927,151.76327769
198,BlindBlendAS,15826.57001549,158.26570015
198,BaselineAS,16131.61235206,161.31612352
198,ElitistAS,16041.63058766,160.41630588
198,MaxMinAS,15994.44560621,159.94445606
199,BlindBlendAS,16272.95247391,162.72952474
199,BaselineAS,16620.43418604,166.20434186
199,ElitistAS,16524.04847200,165.24048472
199,MaxMinAS,16323.37854241,163.23378542
200,BlindBlendAS,15476.56841200,154.76568412
200,BaselineAS,15955.37614311,159.55376143
200,ElitistAS,15848.28678026,158.48286780
200,MaxMinAS,15743.73400190,157.43734002
